unit_index,task,band,dyad,ch1_index,ch2_index,ch1,ch2,observed_effect,observed_studentized,p_label_unadjusted,p_label_maxT,label_candidate
8191,feedback,beta,pair13,13,2,O1,F3,0.011263054795563221,0.6021228432655334,0.5450909818036392,1.0,False
8192,feedback,beta,pair13,13,3,O1,Fz,0.04251854494214058,2.250011682510376,0.023395320935812838,1.0,False
8193,feedback,beta,pair13,13,4,O1,F4,0.04892224445939064,2.5700619220733643,0.011597680463907219,1.0,False
8194,feedback,beta,pair13,13,5,O1,C4,0.03376127406954765,1.677981972694397,0.09238152369526095,1.0,False
8195,feedback,beta,pair13,13,6,O1,P4,0.020505137741565704,1.0655860900878906,0.2903419316136773,1.0,False
8196,feedback,beta,pair13,13,7,O1,Cz,-0.0011221409076824784,-0.0537019781768322,0.9572085582883423,1.0,False
8197,feedback,beta,pair13,13,8,O1,Pz,0.035932768136262894,2.195188045501709,0.026794641071785644,1.0,False
8198,feedback,beta,pair13,13,9,O1,Fp1,0.022478483617305756,1.3643957376480103,0.17256548690261947,1.0,False
8199,feedback,beta,pair13,13,10,O1,Fp2,0.017321374267339706,0.9307365417480469,0.3557288542291542,1.0,False
8200,feedback,beta,pair13,13,11,O1,T3,0.04253231734037399,2.2882113456726074,0.02499500099980004,1.0,False
8201,feedback,beta,pair13,13,12,O1,T5,0.021336911246180534,1.2524876594543457,0.21095780843831233,1.0,False
8202,feedback,beta,pair13,13,13,O1,O1,0.02472943626344204,1.5206457376480103,0.12577484503099381,1.0,False
8203,feedback,beta,pair13,13,14,O1,O2,0.03158716484904289,1.4682252407073975,0.14117176564687062,1.0,False
8204,feedback,beta,pair13,13,15,O1,F7,0.015156377106904984,0.9127665758132935,0.3633273345330934,1.0,False
8205,feedback,beta,pair13,13,16,O1,F8,0.055066004395484924,3.0046348571777344,0.0023995200959808036,1.0,False
8206,feedback,beta,pair13,13,17,O1,T6,0.022646650671958923,1.1519486904144287,0.2525494901019796,1.0,False
8207,feedback,beta,pair13,13,18,O1,T4,0.013712259940803051,0.9733659029006958,0.33193361327734455,1.0,False
8208,feedback,beta,pair13,14,0,O2,P3,0.03806779906153679,2.0822932720184326,0.03659268146370726,1.0,False
8209,feedback,beta,pair13,14,1,O2,C3,0.03963439539074898,2.214890241622925,0.026394721055788842,1.0,False
8210,feedback,beta,pair13,14,2,O2,F3,0.0027090932708233595,0.1451462060213089,0.882623475304939,1.0,False
8211,feedback,beta,pair13,14,3,O2,Fz,0.0016095517203211784,0.061191096901893616,0.9564087182563488,1.0,False
8212,feedback,beta,pair13,14,4,O2,F4,0.0373019203543663,1.778808355331421,0.07378524295140972,1.0,False
8213,feedback,beta,pair13,14,5,O2,C4,0.07173819094896317,3.2634780406951904,0.0007998400319936012,0.9998000399920016,False
8214,feedback,beta,pair13,14,6,O2,P4,0.03191956505179405,1.6118793487548828,0.10677864427114576,1.0,False
8215,feedback,beta,pair13,14,7,O2,Cz,0.031136708334088326,1.6122359037399292,0.10557888422315537,1.0,False
8216,feedback,beta,pair13,14,8,O2,Pz,-0.015314211137592793,-0.884658932685852,0.374125174965007,1.0,False
8217,feedback,beta,pair13,14,9,O2,Fp1,0.016225546598434448,0.9604439735412598,0.33413317336532694,1.0,False
8218,feedback,beta,pair13,14,10,O2,Fp2,-0.009322112426161766,-0.5377886891365051,0.5930813837232554,1.0,False
8219,feedback,beta,pair13,14,11,O2,T3,0.057126980274915695,2.9209351539611816,0.0033993201359728054,1.0,False
8220,feedback,beta,pair13,14,12,O2,T5,0.0021578045561909676,0.10950695723295212,0.9212157568486303,1.0,False
8221,feedback,beta,pair13,14,13,O2,O1,0.026383165270090103,1.4095706939697266,0.15856828634273146,1.0,False
8222,feedback,beta,pair13,14,14,O2,O2,-0.005332786124199629,-0.30020713806152344,0.7720455908818237,1.0,False
8223,feedback,beta,pair13,14,15,O2,F7,0.010996378026902676,0.6533347368240356,0.5206958608278345,1.0,False
8224,feedback,beta,pair13,14,16,O2,F8,-0.00442546745762229,-0.2799968123435974,0.765246950609878,1.0,False
8225,feedback,beta,pair13,14,17,O2,T6,0.01361947599798441,0.6868728995323181,0.49250149970005996,1.0,False
8226,feedback,beta,pair13,14,18,O2,T4,0.02842467837035656,1.4574300050735474,0.14717056588682265,1.0,False
8227,feedback,beta,pair13,15,0,F7,P3,0.05172063410282135,2.9636292457580566,0.0027994401119776045,1.0,False
8228,feedback,beta,pair13,15,1,F7,C3,0.003965859767049551,0.22566266357898712,0.8254349130173965,1.0,False
8229,feedback,beta,pair13,15,2,F7,F3,0.034514252096414566,2.269124984741211,0.022795440911817635,1.0,False
8230,feedback,beta,pair13,15,3,F7,Fz,0.016599122434854507,0.91116863489151,0.36052789442111577,1.0,False
8231,feedback,beta,pair13,15,4,F7,F4,0.04585359990596771,2.546889305114746,0.009998000399920015,1.0,False
8232,feedback,beta,pair13,15,5,F7,C4,0.022014327347278595,1.1619852781295776,0.2451509698060388,1.0,False
8233,feedback,beta,pair13,15,6,F7,P4,0.009424659423530102,0.5081594586372375,0.6082783443311338,1.0,False
8234,feedback,beta,pair13,15,7,F7,Cz,0.027951164171099663,1.4286839962005615,0.15996800639872025,1.0,False
8235,feedback,beta,pair13,15,8,F7,Pz,0.04394197836518288,2.2236106395721436,0.02299540091981604,1.0,False
8236,feedback,beta,pair13,15,9,F7,Fp1,0.010424340143799782,0.6244879961013794,0.5282943411317736,1.0,False
8237,feedback,beta,pair13,15,10,F7,Fp2,0.016712207347154617,0.9566786289215088,0.3395320935812837,1.0,False
8238,feedback,beta,pair13,15,11,F7,T3,0.02268071286380291,1.4118036031723022,0.15376924615076984,1.0,False
8239,feedback,beta,pair13,15,12,F7,T5,0.04149744659662247,2.3448338508605957,0.01979604079184163,1.0,False
8240,feedback,beta,pair13,15,13,F7,O1,0.017489900812506676,0.9050300717353821,0.3583283343331334,1.0,False
8241,feedback,beta,pair13,15,14,F7,O2,0.003193412907421589,0.18387892842292786,0.852629474105179,1.0,False
8242,feedback,beta,pair13,15,15,F7,F7,-0.004236281383782625,-0.2540571987628937,0.7948410317936413,1.0,False
8243,feedback,beta,pair13,15,16,F7,F8,0.0327451154589653,1.7572166919708252,0.07498500299940011,1.0,False
8244,feedback,beta,pair13,15,17,F7,T6,0.0010918708285316825,0.06264539808034897,0.9514097180563887,1.0,False
8245,feedback,beta,pair13,15,18,F7,T4,0.04878919571638107,2.9947707653045654,0.003599280143971206,1.0,False
8246,feedback,beta,pair13,16,0,F8,P3,0.06976230442523956,3.7532036304473877,0.0003999200159968006,0.7186562687462508,False
8247,feedback,beta,pair13,16,1,F8,C3,-0.019124552607536316,-1.1792432069778442,0.23795240951809637,1.0,False
8248,feedback,beta,pair13,16,2,F8,F3,0.05665699392557144,2.976228952407837,0.0023995200959808036,1.0,False
8249,feedback,beta,pair13,16,3,F8,Fz,0.03266746178269386,1.9624229669570923,0.05118976204759048,1.0,False
8250,feedback,beta,pair13,16,4,F8,F4,0.021446993574500084,1.3814624547958374,0.16856628674265148,1.0,False
8251,feedback,beta,pair13,16,5,F8,C4,0.019102996215224266,1.1198996305465698,0.2695460907818436,1.0,False
8252,feedback,beta,pair13,16,6,F8,P4,-0.001627526362426579,-0.11825104802846909,0.9078184363127374,1.0,False
8253,feedback,beta,pair13,16,7,F8,Cz,0.031043512746691704,1.6591590642929077,0.09578084383123375,1.0,False
8254,feedback,beta,pair13,16,8,F8,Pz,0.05394764244556427,3.1054341793060303,0.001999600079984003,1.0,False
8255,feedback,beta,pair13,16,9,F8,Fp1,0.034477703273296356,2.1371889114379883,0.03119376124775045,1.0,False
8256,feedback,beta,pair13,16,10,F8,Fp2,0.008676654659211636,0.5340264439582825,0.6072785442911418,1.0,False
8257,feedback,beta,pair13,16,11,F8,T3,0.022612029686570168,1.2657495737075806,0.2019596080783843,1.0,False
8258,feedback,beta,pair13,16,12,F8,T5,-0.011452605947852135,-0.7857136130332947,0.4371125774845031,1.0,False
8259,feedback,beta,pair13,16,13,F8,O1,0.04218944162130356,2.450286626815796,0.016196760647870425,1.0,False
8260,feedback,beta,pair13,16,14,F8,O2,0.019108476117253304,1.1212658882141113,0.2679464107178564,1.0,False
8261,feedback,beta,pair13,16,15,F8,F7,0.034191589802503586,1.857754111289978,0.0633873225354929,1.0,False
8262,feedback,beta,pair13,16,16,F8,F8,0.039181556552648544,2.3577964305877686,0.01879624075184963,1.0,False
8263,feedback,beta,pair13,16,17,F8,T6,0.007573612965643406,0.46169421076774597,0.6494701059788043,1.0,False
8264,feedback,beta,pair13,16,18,F8,T4,0.03004569187760353,1.987310528755188,0.04479104179164167,1.0,False
8265,feedback,beta,pair13,17,0,T6,P3,0.06832155585289001,3.768048048019409,0.0003999200159968006,0.6912617476504699,False
8266,feedback,beta,pair13,17,1,T6,C3,0.029191913083195686,1.4069758653640747,0.16216756648670266,1.0,False
8267,feedback,beta,pair13,17,2,T6,F3,0.015262032859027386,0.9005456566810608,0.37252549490101977,1.0,False
8268,feedback,beta,pair13,17,3,T6,Fz,0.027461763471364975,1.663034439086914,0.09318136372725455,1.0,False
8269,feedback,beta,pair13,17,4,T6,F4,-0.0003614436136558652,-0.02237987145781517,0.9834033193361328,1.0,False
8270,feedback,beta,pair13,17,5,T6,C4,0.03646601736545563,1.88425874710083,0.05638872225554889,1.0,False
8271,feedback,beta,pair13,17,6,T6,P4,0.059264011681079865,3.2898337841033936,0.0005998800239952009,0.9998000399920016,False
8272,feedback,beta,pair13,17,7,T6,Cz,0.0032568753231316805,0.16587799787521362,0.8768246350729854,1.0,False
8273,feedback,beta,pair13,17,8,T6,Pz,0.019566576927900314,1.0184049606323242,0.3113377324535093,1.0,False
8274,feedback,beta,pair13,17,9,T6,Fp1,0.004719461314380169,0.27256661653518677,0.7884423115376925,1.0,False
8275,feedback,beta,pair13,17,10,T6,Fp2,0.046967796981334686,2.6492254734039307,0.008798240351929614,1.0,False
8276,feedback,beta,pair13,17,11,T6,T3,0.041074905544519424,2.315721035003662,0.01999600079984003,1.0,False
8277,feedback,beta,pair13,17,12,T6,T5,0.01116262935101986,0.5785290002822876,0.5786842631473705,1.0,False
8278,feedback,beta,pair13,17,13,T6,O1,0.004171422682702541,0.23153755068778992,0.8088382323535293,1.0,False
8279,feedback,beta,pair13,17,14,T6,O2,0.04471002146601677,2.0922493934631348,0.03159368126374725,1.0,False
8280,feedback,beta,pair13,17,15,T6,F7,0.0003045646590180695,-0.010285861790180206,0.9908018396320736,1.0,False
8281,feedback,beta,pair13,17,16,T6,F8,0.0397997684776783,2.131563425064087,0.035992801439712056,1.0,False
8282,feedback,beta,pair13,17,17,T6,T6,0.04931718856096268,2.6815316677093506,0.00639872025594881,1.0,False
8283,feedback,beta,pair13,17,18,T6,T4,-0.0029449458234012127,-0.15200448036193848,0.875624875024995,1.0,False
8284,feedback,beta,pair13,18,0,T4,P3,0.05513918399810791,2.7619543075561523,0.004399120175964807,1.0,False
8285,feedback,beta,pair13,18,1,T4,C3,0.013747000135481358,0.7221925854682922,0.4667066586682663,1.0,False
8286,feedback,beta,pair13,18,2,T4,F3,0.04010295122861862,2.658569812774658,0.008198360327934412,1.0,False
8287,feedback,beta,pair13,18,3,T4,Fz,0.03743285313248634,1.9278502464294434,0.05578884223155369,1.0,False
8288,feedback,beta,pair13,18,4,T4,F4,0.028246544301509857,1.6869845390319824,0.09538092381523695,1.0,False
8289,feedback,beta,pair13,18,5,T4,C4,0.01811389997601509,1.0481932163238525,0.29374125174965005,1.0,False
8290,feedback,beta,pair13,18,6,T4,P4,0.0206314567476511,1.0423377752304077,0.3041391721655669,1.0,False
8291,feedback,beta,pair13,18,7,T4,Cz,-0.0016816735733300447,-0.09037429094314575,0.9302139572085583,1.0,False
8292,feedback,beta,pair13,18,8,T4,Pz,0.017766930162906647,0.9026178121566772,0.36992601479704057,1.0,False
8293,feedback,beta,pair13,18,9,T4,Fp1,0.06367278099060059,3.9055116176605225,0.0001999600079984003,0.4881023795240952,False
8294,feedback,beta,pair13,18,10,T4,Fp2,0.04377521201968193,2.597038745880127,0.008998200359928014,1.0,False
8295,feedback,beta,pair13,18,11,T4,T3,0.02166413515806198,1.329730749130249,0.18496300739852028,1.0,False
8296,feedback,beta,pair13,18,12,T4,T5,0.006271276157349348,0.38561975955963135,0.7074585082983403,1.0,False
8297,feedback,beta,pair13,18,13,T4,O1,0.03565475344657898,1.8623780012130737,0.06418716256748651,1.0,False
8298,feedback,beta,pair13,18,14,T4,O2,0.037794504314661026,2.1774978637695312,0.028194361127774445,1.0,False
8299,feedback,beta,pair13,18,15,T4,F7,0.025631766766309738,1.3735461235046387,0.16676664667066587,1.0,False
8300,feedback,beta,pair13,18,16,T4,F8,0.02645615115761757,1.4784088134765625,0.13737252549490103,1.0,False
8301,feedback,beta,pair13,18,17,T4,T6,0.007434722036123276,0.42415279150009155,0.6818636272745451,1.0,False
8302,feedback,beta,pair13,18,18,T4,T4,0.061410702764987946,3.4801759719848633,0.0003999200159968006,0.9806038792241552,False
8303,feedback,beta,pair23,0,0,P3,P3,0.014493428170681,0.7766630053520203,0.42711457708458306,1.0,False
8304,feedback,beta,pair23,0,1,P3,C3,0.031781118363142014,1.762967824935913,0.07558488302339532,1.0,False
8305,feedback,beta,pair23,0,2,P3,F3,0.02524588257074356,1.4633840322494507,0.14557088582283542,1.0,False
8306,feedback,beta,pair23,0,3,P3,Fz,-0.0004710486682597548,-0.03373998403549194,0.9762047590481904,1.0,False
8307,feedback,beta,pair23,0,4,P3,F4,0.006386452354490757,0.3826558291912079,0.7008598280343932,1.0,False
8308,feedback,beta,pair23,0,5,P3,C4,0.023358047008514404,1.0670398473739624,0.28934213157368527,1.0,False
8309,feedback,beta,pair23,0,6,P3,P4,0.01787419617176056,0.780185341835022,0.42811437712457506,1.0,False
8310,feedback,beta,pair23,0,7,P3,Cz,-0.007621717639267445,-0.3509661853313446,0.73125374925015,1.0,False
8311,feedback,beta,pair23,0,8,P3,Pz,0.01866898126900196,0.9267780184745789,0.35892821435712857,1.0,False
8312,feedback,beta,pair23,0,9,P3,Fp1,0.01509912684559822,0.901296854019165,0.3749250149970006,1.0,False
8313,feedback,beta,pair23,0,10,P3,Fp2,0.02546965703368187,1.5327061414718628,0.1269746050789842,1.0,False
8314,feedback,beta,pair23,0,11,P3,T3,-0.03187955915927887,-1.7382783889770508,0.08258348330333934,1.0,False
8315,feedback,beta,pair23,0,12,P3,T5,0.03989943861961365,2.1891515254974365,0.02979404119176165,1.0,False
8316,feedback,beta,pair23,0,13,P3,O1,0.014494728296995163,0.848065197467804,0.39752049590081984,1.0,False
8317,feedback,beta,pair23,0,14,P3,O2,0.005910845939069986,0.3272039592266083,0.742251549690062,1.0,False
8318,feedback,beta,pair23,0,15,P3,F7,0.025194106623530388,1.2473807334899902,0.21655668866226754,1.0,False
8319,feedback,beta,pair23,0,16,P3,F8,0.007582349702715874,0.3850673735141754,0.7066586682663467,1.0,False
8320,feedback,beta,pair23,0,17,P3,T6,0.00899480190128088,0.4368773400783539,0.6644671065786842,1.0,False
8321,feedback,beta,pair23,0,18,P3,T4,-0.026789598166942596,-1.4774829149246216,0.13597280543891221,1.0,False
8322,feedback,beta,pair23,1,0,C3,P3,-0.015419788658618927,-0.8083360195159912,0.41631673665266944,1.0,False
8323,feedback,beta,pair23,1,1,C3,C3,0.02598648890852928,1.2399765253067017,0.21035792841431714,1.0,False
8324,feedback,beta,pair23,1,2,C3,F3,0.028291473165154457,1.5185208320617676,0.1209758048390322,1.0,False
8325,feedback,beta,pair23,1,3,C3,Fz,0.003242064733058214,0.17561833560466766,0.8642271545690862,1.0,False
8326,feedback,beta,pair23,1,4,C3,F4,0.05365527793765068,2.7473251819610596,0.007198560287942412,1.0,False
8327,feedback,beta,pair23,1,5,C3,C4,0.04160285368561745,2.3274152278900146,0.019396120775844832,1.0,False
8328,feedback,beta,pair23,1,6,C3,P4,0.04115128144621849,1.863900899887085,0.0635872825434913,1.0,False
8329,feedback,beta,pair23,1,7,C3,Cz,0.0041008903644979,0.24431410431861877,0.8068386322735452,1.0,False
8330,feedback,beta,pair23,1,8,C3,Pz,0.02914733625948429,1.4714128971099854,0.14277144571085784,1.0,False
8331,feedback,beta,pair23,1,9,C3,Fp1,0.022822828963398933,1.4301109313964844,0.15956808638272346,1.0,False
8332,feedback,beta,pair23,1,10,C3,Fp2,0.01701299101114273,1.0360952615737915,0.3001399720055989,1.0,False
8333,feedback,beta,pair23,1,11,C3,T3,0.030339932069182396,1.6123944520950317,0.10917816436712657,1.0,False
8334,feedback,beta,pair23,1,12,C3,T5,0.055289532989263535,2.8222227096557617,0.004199160167966407,1.0,False
8335,feedback,beta,pair23,1,13,C3,O1,0.038537658751010895,1.8046085834503174,0.07018596280743851,1.0,False
8336,feedback,beta,pair23,1,14,C3,O2,0.032245706766843796,1.7547755241394043,0.07278544291141771,1.0,False
8337,feedback,beta,pair23,1,15,C3,F7,0.021917270496487617,1.2049520015716553,0.23075384923015396,1.0,False
8338,feedback,beta,pair23,1,16,C3,F8,0.01661372371017933,0.8860018849372864,0.3719256148770246,1.0,False
8339,feedback,beta,pair23,1,17,C3,T6,0.01444343850016594,0.8283030986785889,0.41191761647670466,1.0,False
8340,feedback,beta,pair23,1,18,C3,T4,0.030066676437854767,1.5343574285507202,0.130373925214957,1.0,False
8341,feedback,beta,pair23,2,0,F3,P3,0.0013170115416869521,0.06596413999795914,0.9500099980003999,1.0,False
8342,feedback,beta,pair23,2,1,F3,C3,0.026076724752783775,1.4175087213516235,0.15696860627874426,1.0,False
8343,feedback,beta,pair23,2,2,F3,F3,0.034020666033029556,1.8444069623947144,0.0655868826234753,1.0,False
8344,feedback,beta,pair23,2,3,F3,Fz,0.040514085441827774,1.9950214624404907,0.04599080183963208,1.0,False
8345,feedback,beta,pair23,2,4,F3,F4,0.009154647588729858,0.602593183517456,0.5476904619076185,1.0,False
8346,feedback,beta,pair23,2,5,F3,C4,-0.013606946915388107,-0.7556670904159546,0.4445110977804439,1.0,False
8347,feedback,beta,pair23,2,6,F3,P4,0.024423837661743164,1.519774079322815,0.1281743651269746,1.0,False
8348,feedback,beta,pair23,2,7,F3,Cz,0.02605048008263111,1.523621916770935,0.1235752849430114,1.0,False
8349,feedback,beta,pair23,2,8,F3,Pz,0.022636601701378822,1.353498935699463,0.1799640071985603,1.0,False
8350,feedback,beta,pair23,2,9,F3,Fp1,0.04503299295902252,2.5901222229003906,0.009998000399920015,1.0,False
8351,feedback,beta,pair23,2,10,F3,Fp2,0.030557172372937202,1.8549702167510986,0.0597880423915217,1.0,False
8352,feedback,beta,pair23,2,11,F3,T3,0.013267180882394314,0.7543230056762695,0.4537092581483703,1.0,False
8353,feedback,beta,pair23,2,12,F3,T5,0.0029022207017987967,0.15707960724830627,0.8800239952009599,1.0,False
8354,feedback,beta,pair23,2,13,F3,O1,0.012685556896030903,0.7211641669273376,0.46430713857228556,1.0,False
8355,feedback,beta,pair23,2,14,F3,O2,0.003368430770933628,0.18694451451301575,0.8554289142171566,1.0,False
8356,feedback,beta,pair23,2,15,F3,F7,0.01526186428964138,0.898804783821106,0.36532693461307736,1.0,False
8357,feedback,beta,pair23,2,16,F3,F8,0.04406462609767914,2.765062093734741,0.0061987602479504095,1.0,False
8358,feedback,beta,pair23,2,17,F3,T6,0.01140147726982832,0.7051777243614197,0.47250549890022,1.0,False
8359,feedback,beta,pair23,2,18,F3,T4,0.045508407056331635,2.421298027038574,0.016396720655868825,1.0,False
8360,feedback,beta,pair23,3,0,Fz,P3,0.03640534356236458,1.738732933998108,0.07778444311137772,1.0,False
8361,feedback,beta,pair23,3,1,Fz,C3,-0.01115382555872202,-0.5284560322761536,0.593881223755249,1.0,False
8362,feedback,beta,pair23,3,2,Fz,F3,0.03025215119123459,1.574731707572937,0.11977604479104179,1.0,False
8363,feedback,beta,pair23,3,3,Fz,Fz,0.013614929281175137,0.6720828413963318,0.5010997800439912,1.0,False
8364,feedback,beta,pair23,3,4,Fz,F4,0.052826426923274994,2.584167957305908,0.008798240351929614,1.0,False
8365,feedback,beta,pair23,3,5,Fz,C4,0.030566632747650146,1.730188250541687,0.07978404319136173,1.0,False
8366,feedback,beta,pair23,3,6,Fz,P4,0.009067956358194351,0.4359525740146637,0.6716656668666267,1.0,False
8367,feedback,beta,pair23,3,7,Fz,Cz,0.03399243950843811,1.6921943426132202,0.08898220355928814,1.0,False
8368,feedback,beta,pair23,3,8,Fz,Pz,0.03628716245293617,1.804490327835083,0.06978604279144171,1.0,False
8369,feedback,beta,pair23,3,9,Fz,Fp1,0.034831903874874115,2.033867597579956,0.04599080183963208,1.0,False
8370,feedback,beta,pair23,3,10,Fz,Fp2,0.005003148689866066,0.2742084562778473,0.7844431113777245,1.0,False
8371,feedback,beta,pair23,3,11,Fz,T3,-0.011266540735960007,-0.6810152530670166,0.489502099580084,1.0,False
8372,feedback,beta,pair23,3,12,Fz,T5,-0.018901508301496506,-1.1823804378509521,0.2391521695660868,1.0,False
8373,feedback,beta,pair23,3,13,Fz,O1,0.028028322383761406,1.899075984954834,0.0593881223755249,1.0,False
8374,feedback,beta,pair23,3,14,Fz,O2,-0.020094729959964752,-1.0658193826675415,0.28654269146170763,1.0,False
8375,feedback,beta,pair23,3,15,Fz,F7,-0.002637027995660901,-0.18006660044193268,0.8594281143771246,1.0,False
8376,feedback,beta,pair23,3,16,Fz,F8,0.03199774771928787,1.853804111480713,0.0669866026794641,1.0,False
8377,feedback,beta,pair23,3,17,Fz,T6,0.017719687893986702,1.0109189748764038,0.3141371725654869,1.0,False
8378,feedback,beta,pair23,3,18,Fz,T4,0.03101838193833828,1.6960428953170776,0.09098180363927215,1.0,False
8379,feedback,beta,pair23,4,0,F4,P3,0.021262025460600853,1.226154088973999,0.21895620875824834,1.0,False
8380,feedback,beta,pair23,4,1,F4,C3,0.02998824417591095,1.5349379777908325,0.11977604479104179,1.0,False
8381,feedback,beta,pair23,4,2,F4,F3,0.026803120970726013,1.4947171211242676,0.13457308538292342,1.0,False
8382,feedback,beta,pair23,4,3,F4,Fz,0.01141350157558918,0.6939775347709656,0.4901019796040792,1.0,False
8383,feedback,beta,pair23,4,4,F4,F4,0.011671805754303932,0.5844055414199829,0.5588882223555289,1.0,False
8384,feedback,beta,pair23,4,5,F4,C4,0.01022598147392273,0.560748279094696,0.5740851829634073,1.0,False
8385,feedback,beta,pair23,4,6,F4,P4,-0.02710817940533161,-1.5048675537109375,0.1339732053589282,1.0,False
8386,feedback,beta,pair23,4,7,F4,Cz,0.037645742297172546,1.9351308345794678,0.05138972205558888,1.0,False
8387,feedback,beta,pair23,4,8,F4,Pz,-0.0011969000333920121,-0.08951128274202347,0.9284143171365726,1.0,False
8388,feedback,beta,pair23,4,9,F4,Fp1,-0.0033110729418694973,-0.20444084703922272,0.8388322335532894,1.0,False
8389,feedback,beta,pair23,4,10,F4,Fp2,0.014453534968197346,0.9261656999588013,0.3587282543491302,1.0,False
8390,feedback,beta,pair23,4,11,F4,T3,0.018758976832032204,1.1540982723236084,0.25574885022995403,1.0,False
8391,feedback,beta,pair23,4,12,F4,T5,-0.02067176066339016,-1.2466546297073364,0.21355728854229153,1.0,False
8392,feedback,beta,pair23,4,13,F4,O1,0.0535028837621212,2.7356278896331787,0.008398320335932814,1.0,False
8393,feedback,beta,pair23,4,14,F4,O2,0.006232104264199734,0.3665621280670166,0.7220555888822235,1.0,False
8394,feedback,beta,pair23,4,15,F4,F7,0.012487003579735756,0.7466920018196106,0.4481103779244151,1.0,False
8395,feedback,beta,pair23,4,16,F4,F8,0.0002976316027343273,0.037519071251153946,0.9724055188962207,1.0,False
8396,feedback,beta,pair23,4,17,F4,T6,0.0019053583964705467,0.10344122350215912,0.9178164367126574,1.0,False
8397,feedback,beta,pair23,4,18,F4,T4,0.028734998777508736,1.7564679384231567,0.07858428314337132,1.0,False
8398,feedback,beta,pair23,5,0,C4,P3,0.0041066366247832775,0.2044483721256256,0.8444311137772446,1.0,False
8399,feedback,beta,pair23,5,1,C4,C3,-0.03470157831907272,-1.9969594478607178,0.04559088182363527,1.0,False
8400,feedback,beta,pair23,5,2,C4,F3,0.04247452691197395,1.8849372863769531,0.0615876824635073,1.0,False
8401,feedback,beta,pair23,5,3,C4,Fz,0.022950032725930214,1.2108625173568726,0.22595480903819237,1.0,False
8402,feedback,beta,pair23,5,4,C4,F4,0.02087794616818428,1.0188804864883423,0.3085382923415317,1.0,False
8403,feedback,beta,pair23,5,5,C4,C4,0.003431597724556923,0.20295563340187073,0.8416316736652669,1.0,False
8404,feedback,beta,pair23,5,6,C4,P4,0.053330983966588974,2.348766326904297,0.01779644071185763,1.0,False
8405,feedback,beta,pair23,5,7,C4,Cz,0.03842467814683914,2.060096502304077,0.03759248150369926,1.0,False
8406,feedback,beta,pair23,5,8,C4,Pz,0.046366509050130844,2.54121470451355,0.013397320535892822,1.0,False
8407,feedback,beta,pair23,5,9,C4,Fp1,0.026348166167736053,1.4221144914627075,0.15936812637472506,1.0,False
8408,feedback,beta,pair23,5,10,C4,Fp2,0.01841297373175621,1.0299255847930908,0.3075384923015397,1.0,False
8409,feedback,beta,pair23,5,11,C4,T3,0.02992856875061989,1.9881978034973145,0.04579084183163367,1.0,False
8410,feedback,beta,pair23,5,12,C4,T5,0.03733382001519203,1.9713211059570312,0.047590481903619274,1.0,False
8411,feedback,beta,pair23,5,13,C4,O1,0.010522573255002499,0.6653573513031006,0.5010997800439912,1.0,False
8412,feedback,beta,pair23,5,14,C4,O2,0.0286666601896286,1.495930790901184,0.13097380523895222,1.0,False
8413,feedback,beta,pair23,5,15,C4,F7,0.00791990477591753,0.4653392732143402,0.6472705458908218,1.0,False
8414,feedback,beta,pair23,5,16,C4,F8,-0.017820531502366066,-0.9913392066955566,0.32373525294941013,1.0,False
8415,feedback,beta,pair23,5,17,C4,T6,0.004582657944411039,0.23881398141384125,0.8114377124575085,1.0,False
8416,feedback,beta,pair23,5,18,C4,T4,0.03458414599299431,1.6364985704421997,0.09898020395920816,1.0,False
8417,feedback,beta,pair23,6,0,P4,P3,0.025911733508110046,1.2098180055618286,0.22935412917416517,1.0,False
8418,feedback,beta,pair23,6,1,P4,C3,0.009300600737333298,0.5258426070213318,0.5960807838432314,1.0,False
8419,feedback,beta,pair23,6,2,P4,F3,0.02985156700015068,1.5636550188064575,0.12297540491901619,1.0,False
8420,feedback,beta,pair23,6,3,P4,Fz,0.02371736243367195,1.2778416872024536,0.20035992801439712,1.0,False
8421,feedback,beta,pair23,6,4,P4,F4,0.00199650670401752,0.08131259679794312,0.9338132373525295,1.0,False
8422,feedback,beta,pair23,6,5,P4,C4,-0.0018215905874967575,-0.08754332363605499,0.9294141171765646,1.0,False
8423,feedback,beta,pair23,6,6,P4,P4,0.044074613600969315,1.8728798627853394,0.060387922415516895,1.0,False
8424,feedback,beta,pair23,6,7,P4,Cz,0.0057317172177135944,0.34945401549339294,0.7338532293541292,1.0,False
8425,feedback,beta,pair23,6,8,P4,Pz,0.008612790144979954,0.4206947684288025,0.6858628274345131,1.0,False
8426,feedback,beta,pair23,6,9,P4,Fp1,0.01116308942437172,0.7226138114929199,0.47030593881223753,1.0,False
8427,feedback,beta,pair23,6,10,P4,Fp2,0.03283437341451645,1.8977669477462769,0.057388522295540895,1.0,False
8428,feedback,beta,pair23,6,11,P4,T3,0.009972712956368923,0.5151740312576294,0.6190761847630474,1.0,False
8429,feedback,beta,pair23,6,12,P4,T5,0.012685494497418404,0.6289858818054199,0.518496300739852,1.0,False
8430,feedback,beta,pair23,6,13,P4,O1,0.038861874490976334,1.9441453218460083,0.05338932213557288,1.0,False
8431,feedback,beta,pair23,6,14,P4,O2,0.025486450642347336,1.4511754512786865,0.14717056588682265,1.0,False
